codigo_articulo_proveedor,tipo_repuesto_id,valor,marca_id,fecha_costo,estado_id
4089-ECB,40,730,2,2020-08-08,1
4095-ECB,40,1169,2,2020-08-08,1
4097-ECB,40,505,2,2020-08-08,1
4101-EB,40,1172,2,2020-08-08,1
4105-EB,40,657,2,2020-08-08,1
4109-ECB,40,688,2,2020-08-08,1
4111-ECB,40,982,2,2020-08-08,1
4113-EC,40,535,2,2020-08-08,1
4117-EN,40,750,2,2020-08-08,1
4119-EN,40,327,2,2020-08-08,1
4121-EN,40,580,2,2020-08-08,1
4125-EN,40,918,2,2020-08-08,1
4127-EN,40,1291,2,2020-08-08,1
4129-EN,40,658,2,2020-08-08,1
4133-EC,40,631,2,2020-08-08,1
4135-EN,40,526,2,2020-08-08,1
4137-EN,40,531,2,2020-08-08,1
4143-EN,40,1035,2,2020-08-08,1
